"BUSCO_ID","Cluster","Description","Atru","Bbom","Dpic","Hboe","Xbor","Xlae","Xtro","Sbom","Lail","Llei","Pcul","Gcar","Pads","Lsyl","Rimi","Rkuk","Rmus","Rtem","Mfle","Pcor","Ecoq","Epus","Lfus","Bbuf","Bgar","Bvir","Debr","Hsar","Ptri"
"117316at32523","929","endonuclease/exonuclease/phosphatase family domain-containing protein 1","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G"
"117319at32523","1750, 4069","mcKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","F","F","F, F","F, F","F","F","F","F"
"117333at32523","280","PEAK1 related, kinase-activating pseudokinase 1","A","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","missing","A","A","A","A","A","A","A","A","A","A","A","A"
"117352at32523","3157","PPARGC1 and ESRR induced regulator, muscle 1","scaf","I","E+I","H+I","H+I, H+I","H+I","H+I","I","I","I","I","I","I","I","I","I","I","I","I","I","I+K","I+M","I+M","C+I","C+I","C+I","I","I","I"
"117356at32523","1987","Bromodomain containing 8","C","C","C","C","C, C","C, C","C","C","scaf","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"117499at32523","5252","Upstream binding protein 1  ","missing","missing","G","missing","missing","missing","missing","missing","G","G","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"1174at32523","1158","cubilin","missing","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","missing","G","G","G","G","G","G","G"
"11754at32523","1600","Caspase 8 associated protein 2","F","F","F","F","F, F","F, F","F","F","missing","missing","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","missing","missing","F","F","F","F"
"117562at32523","2657","probable ATP-dependent RNA helicase DDX20","B+K","B","B","B","B","B","B","B","missing","B","missing","B","missing","B","B","B","missing","B","B","B","B+H","B","B","B","B","B","B","B","missing"
"117571at32523","1402","proline and serine-rich protein 1","B","B","B","B","B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","missing","B","B","B","B","B","B","B"
"117710at32523","3688","Zinc finger and BTB domain containing 5","scaf","A","A","A","A","A, A","A","A","missing","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"117717at32523","3897","transcription factor Sp1","missing","B","B","B","B, B","B","B","B","B","B","B","missing","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"11773at32523","2358","Zinc finger SWIM-type containing 8","A+H","H","H","H+I","H+I, H+I","H+I, H+I","H+I","H","H","H","H","E+H+J","H","H","H+J+M","H","H","H","H+M","H+M","B+H","H","H","H+M","H+M","H+M","E+H","E+H","E+H"
"117954at32523","3552, 2979","katanin p60 ATPase-containing subunit A-like 2","scaf","A","A","A","missing","A","A","A","A","A","A+M","A","A+M","A","A+K","A, F","A","A","A","A","A","scaf","A","A","A, A","A","A","A","A"
"118030at32523","2595","tetratricopeptide repeat protein 8","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"118055at32523","3115","Aldehyde dehydrogenase 6 family member A1","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K, J+K","J+K","K","K","K","missing","K","K","K","A+K","D+K","K","K","scaf","K","I+K","D+K","D+K","K","K","K","missing","missing","K"
"118167at32523","3744","bleomycin hydrolase","B","B","B","B","B","B, B","B","B","B","B","B","B","missing","B","B","B","B","B","B","B","B+H","missing","B","B","B","B","B","B","B"
"118231at32523","1767","UTP--glucose-1-phosphate uridylyltransferase","F","F","F","F","F","F","F","F","F","F","F","F, F","F","F","F","F","F","F","F","F","E+F","scaf","F","F","F","F","F","F","F"
"118239at32523","2994","fumarate hydratase, mitochondrial","F","F","F","missing","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","F","F","F","F","F","F","F","F"
"118292at32523","607","Eukaryotic translation initiation factor 2A","F","F","F","F","F, F","F, F","F","F","F","F","F","F","F","D","F, G","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"118318at32523","2296, 3669","Twinkle mtDNA helicase","A+H","H","H","H+I","H+I","H+I","H+I","H","H","H","H","E+H+J","H","H","A+K","H","H","H","H+M","H+M","A","A","A","A","A","A","A","A","A"
"118322at32523","3905","progesterone-induced-blocking factor 1","scaf","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B, F","B","B","B+F","B","B","B","B","B, K","B","B","B"
"118504at32523","2926","sodium/hydrogen exchanger 8","M","D+J+K+L+M","M","J+K+M","L+M","L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","H+M","M","M","M"
"11855at32523","1177","supervillin isoform X1","G","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"118610at32523","602","alpha-ketoglutarate-dependent dioxygenase FTO","D","D+J+K+L+M","D","missing","D+E","D+E","D+E","missing","D","D","D","D","D","D","D","D+K","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"118640at32523","1736","ankyrin repeat and SOCS box protein 3","F","F","F","L","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","F","F","F","F","F","F","F","F"
"118657at32523","4476","lipase maturation factor 1","missing","missing","L","missing","missing","L+M","L","L","L","L","L","missing","L","missing","L","L","missing","L","L","L","L","missing","L","L","L","L","L","L","L"
"118658at32523","3845","eyes absent homolog 3 isoform X1","F","B","B","B","B","B, B","B","missing","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"118790at32523","4338","Transmembrane protein 104","missing","D+J+K+L+M","J+K+M","J+K+M","L+M, L+M","L+M, L+M","M","M","M","M","A+M, A+M","M","A+M","missing","H+J+M","M","M","M","H+M","H+M","M","missing","scaf","H+M","H+M","H+M","M","M","M"
"118813at32523","900","Gasdermin E","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"118839at32523","2892","lysophosphatidylcholine acyltransferase 1","G","G","G","G","G","G","G","G, K","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"118895at32523","2839","myotubularin-related protein 14","E","missing","scaf","D+E","D+E","D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","E","E","E","E","E","D+E","D+E","D+E"
"118901at32523","4146","syntabulin isoform X1","scaf","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G","G","G","G","G","F, G","G","G","G","G"
"118907at32523","2608, 5274","adenylate kinase 7","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K","J+K","K","A, K","A, K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"118915at32523","3791","coiled-coil domain-containing protein 80","missing","B","B","B","B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+H","B","B","B","B","B","B","B","B"
"118955at32523","4587","Adenylosuccinate lyase","missing","D+E","missing","D+E","D+E","D+E","D+E","E","J","missing","E","E+H+J","E","E","E","E","missing","E","E","E","E+F","E","E","E","E","E","D+E","missing","D+E"
"118962at32523","1334","Integrin subunit beta like 1","B","B","B","B","B, B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"118979at32523","388, 344","Zinc finger and BTB domain containing 37","E","E","E","D+E","D+E, D+E","D+E, D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","E","E","E","E","E","E+H","E+H","E+H"
"11900at32523","491","general transcription factor 3C polypeptide 1","L","L","L","L","L+M","L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","missing","L","L","L"
"119090at32523","2625","Tryptophanyl-tRNA synthetase","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","scaf","missing","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"119112at32523","3173","cytoplasmic polyadenylation element-binding protein 1 isoform X1","scaf","missing","C","C","C, C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","missing","C","C+I","C+I","C+I","C","C","C"
"119144at32523","3958","cullin-3","missing","missing","F","F","F, F","F, F","F","F","F","F","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"119217at32523","2697","Ring finger protein 180","A","missing","missing","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"119258at32523","1680","Solute carrier family 4 member 1 adaptor protein","F","F","F","scaf","F","F, F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","scaf","F","F","missing","F","F","F","F"
"119260at32523","2478","pre-mRNA-splicing factor CWC22 homolog","K+L","D+J+K+L+M","L","L","L+M, L+M","L+M","L","L","L","L","missing","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L"
"119267at32523","4774","homogentisate 1,2-dioxygenase","B","B, B","B","scaf","scaf","B","B","B","missing","B","B","B","B","B","B","B","B","B","B","B","B+H","missing","B","B","missing","B","B","scaf","B"
"119364at32523","4182","Staufen double-stranded RNA binding protein 1","missing","missing","A, M","J+K+M","L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","missing","I+M","H+M","H+M","H+M","M","M","M"
"119371at32523","98","RNA-binding protein 47","A","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","missing","A"
"119417at32523","2662, 4462, 5435","interferon regulatory factor 6","B+K","B","B, E+I","F","F, F, F","F, F, F, F","F, F","B","B","B","B","B","C","B","B","B","B","B","B","B","B+H","B","B","B, L","B, L","B, F","B, B","B, B","B, B"
"119436at32523","4991","Transcription factor CP2","missing","missing","B","B","B, B","B, B","B","B","B","B","B","B","missing","B","missing","B","missing","B","B","missing","B+F","missing","B","missing","B","B","B","B","B"
"119446at32523","3061","alpha-1,2-mannosyltransferase ALG9","B+I","I","E+I","H+I","H+I","H+I","H+I","I","I","I","I","I","I","I","I","I","I","I","I","I","I+K","I+M","I+M","C+I","C+I","C+I","I","I","I"
"119509at32523","1456","tyrosinase","B","B","B","B","B","B, B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","missing","B","B","scaf","B","B","B","B"
"119513at32523","264","ras and EF-hand domain-containing protein","A","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A, scaf","A","A","A","A","A","A"
"119568at32523","3809","transcription factor SOX-13","missing","B","B","B","B","B","B","B","B","B","B","missing","missing","missing","B","missing","missing","missing","B","B","B+H","missing","B","B","B","B","B","B","B"
"119571at32523","390","Aspartyl-tRNA synthetase 2, mitochondrial","E","E","E","D+E","D+E","D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","E","E","E","E","E","E+H","E+H","E+H"
"119577at32523","3392","UTP4, small subunit processome component","scaf","D+J+K+L+M","missing","D+E","D+E","D+E, D+E","D+E","D","D","D","D","D","D","D","D","D+K","missing","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"119666at32523","3326","coatomer subunit delta","scaf","I","E+I","H+I","H+I","H+I, H+I","H+I","I","I","I","missing","I","I","I","I","I","I","I","I","I","I+K","I+M","I+M","C+I","C+I","C+I","I","I","I"
"119720at32523","4109","Neural precursor cell expressed, developmentally down-regulated 9","missing","G","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"119840at32523","2580","DNA polymerase epsilon subunit 2","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"119863at32523","2897","selenoprotein N","G","G","G","G","G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","missing","G","G","missing","G"
"119909at32523","415","highly divergent homeobox","J","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K, J+K","J+K","J","J","J","J","E+H+J","J","J","H+J+M","scaf","J","missing","J","J","J","scaf","J","J","G","J","J","J","J"
"11992at32523","305","leucine-rich repeat-containing protein 7","E","E","E","D+E","D+E, D+E","D+E, D+E","D+E","E","E","E","E","E+H+J","E","E","missing","E","E","E","E","E","E+F","missing","E","E","missing","E","E+H","E+H","E+H"
"119977at32523","102, 5137","UDP-glucose 6-dehydrogenase","A, C","A","A, C","A","A, C","A, A, C","A, C","A, C","A, C","A, C","A+M","A","A+M","A","A+K, A+K","A","A","A","A","A, C","A","A","A","A","A","A","A","A","A"
"119988at32523","2325","rab11 family-interacting protein 2","A+H","H","H","H+I","H+I","H+I, H+I","H+I","H","missing","missing","H","E+H+J","missing","missing","missing","H","H","H","H+M","missing","B+H","scaf","H","H+M","H+M","H+M","E+H","E+H","missing"
"120023at32523","1307","interleukin-18 receptor 1","B","missing","missing","B","B, B","B, B","missing","missing","B","B","missing","missing","B","B","missing","B","B","B","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"12002at32523","1676","cation-independent mannose-6-phosphate receptor","F","F","F","F","F","F","F","F","F","F","F","F","F","missing","F","F","F","F","F","F","E+F","missing","F","F","F","F","F","F","F"
"120146at32523","1146","lanosterol 14-alpha demethylase","G","G","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","missing","G","G","G","G","G","G","G"
"120186at32523","2773","forkhead box protein K1","L","missing","L","missing","missing","missing","missing","L","L","L","missing","L","L","L","L","L","L","L","L","L","missing","L","L","L","L","L","L","L","L"
"120192at32523","2542","RNA polymerase III subunit C ","K+L","D+J+K+L+M","J+K+M","scaf","missing","J+K","J+K","K","K","K","K","K","missing","K","A+K","D+K","K","K","K","K","I+K","scaf","D+K","K","K","K","K","K","K"
"120234at32523","2497, 5350","MAGUK p55 subfamily member 4","K+L","D+J+K+L+M","L","L","L+M","L+M","L","L","L","L","L","L","G","L","L","L","L","L","L","G","L","L","L","L","L","L","L","L","L"
"120245at32523",NA,"vertnin","scaf","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"120253at32523","1833","CD2-associated protein","F","F","F","F","F","F, F","F","F","F","F","F","F","F","F","F","F","F, G","F","F","F","B+F, C","missing","F","F","F","F","F","F","missing"
"120257at32523","2581","protein kintoun","B+K","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"120363at32523","4189","pleckstrin homology domain-containing family M member 1","missing","D+J+K+L+M","M","J+K+M","L+M","L+M, L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","M","M","M","H+M","H+M","M","missing","I+M","H+M","H+M","H+M","M","M","M"
"120495at32523","3411","synaptotagmin-7","scaf","D+E","D","D+E","D+E, D+E","D+E, D+E","D+E","D","D","D","D","D","D","D","D","D+K","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"120510at32523","1897","tubulin-specific chaperone E","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","missing","F","F","F","E+F","F","F","F","missing","F","F","L","L"
"120528at32523","4763","prolyl 4-hydroxylase subunit alpha-3","missing","B","B","scaf","missing","B","B","B","B","B","B","B","B","B, B","B","B","B","B","B","B","B+F","missing","B","B","A","B","B","B","B"
"120535at32523",NA,"Phospholipase B-like  ","missing","missing","E+I","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"120577at32523","4139","Ring finger protein 139","scaf","G","G","G","G, G","G, G","G","G","missing","G","G","G","G","G","G","scaf","scaf","G","G","G","G","G","G","G","G","G","G","G","G"
"120594at32523","4608","ubinuclein-2","scaf","D+E","E+I","D+E","D+E","D+E, D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","missing","missing","E","E","E+F","E","E","E","E","E","D+E","D+E","D+E"
"120928at32523","4022","Kynurenine 3-monooxygenase","scaf","F","C","F","F","F","F","F","F","F","F","F","F","F","F","F","F, G","F","F","F","missing","F","F","F","F","F","F","F","F"
"121011at32523","2270","E3 SUMO-protein ligase PIAS4","A+H","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","scaf","A","A","A","A","C","A","A","A","A","A","A","A"
"121108at32523","3066","transmembrane protein 201","B+I","I","E+I","missing","missing","missing","missing","I","I","I","I","I","I","I","I","I","I","I","I","I","I+K","missing","I+M","C+I","C+I","C+I","I","I","I"
"121120at32523","1441","CWF19-like protein 2","B","B","B","B","B","B","B","B","B","missing","missing","B","missing","B","B","B","B","B","B","B","B+F","B","B","B","B","B","B","B","B"
"121184at32523","1691","Lin-9 DREAM MuvB core complex component","F","F","F","F","F","F, F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","scaf","F","F","F","F","F","F","F"
"121201at32523","843","Pre-mRNA processing factor 4","J","J","J+K+M","J+K+M","J+K","J+K","missing","J","J","J","J","E+H+J","J","missing","H+J+M","J, scaf","J","J","J","J","J","missing","J","J","J","J","J","J","J"
"121264at32523","130","nucleolar protein 14","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"121275at32523","3797","5' exonuclease Apollo","missing","B","B","B, B, scaf","B","B","B","B","B","B","B","B","missing","missing","B","B","B","B","B","B, B","B+H","B","B","B","B","B","B","B","B"
"121285at32523","2500","cytochrome P450 20A1","K+L","D+J+K+L+M","L","L","L+M, L+M","L+M, L+M","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L","L, L","L","L","L"
"121468at32523","678, 5016","forkhead box protein P1","E","D+E","E+I","missing","D+E","D+E, D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","C","E","E","E+F","E","E","E","C+I","E","D+E","D+E","D+E"
"121471at32523","3158","pleckstrin homology domain-containing family N member 1","B+I","I","E+I","H+I","H+I, H+I","H+I, H+I","H+I","I","I","I","I","I","I","I","I","I","I","I","I","I","I+K","I+M","I+M","C+I","C+I","C+I","I","I","I"
"121474at32523","597","Dynein regulatory complex subunit 7","D","D+J+K+L+M","D","D+E","D+E","D+E","D+E","D","D","D","missing","D","D","D","D","D+K","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"121481at32523","2274","Calcium homeostasis endoplasmic reticulum protein","A+H","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","missing","A","A","A","A","A","A","A","A"
"121499at32523","651","propionyl-CoA carboxylase beta chain, mitochondrial","F","F","F","F","F","F, F","F","F","F","F","F","F","F","F","F","A, F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"121512at32523","1136","epsilon-sarcoglycan isoform X1","G","G","G","G","G","G, G","G","G","G","G","G","G","G","missing","G","G","G","G","G","G","G","scaf","G","G","G","G","G","G","G"
"121526at32523",NA,"CP2 transcription factor","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","L","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"121589at32523","3749","Meckel syndrome type 1 protein","missing","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+H","B","B","B","B","B","B","B","B"
"121708at32523","1823","potassium voltage-gated channel subfamily F member 1","scaf","F","F","F","F, F","F, F","F","F","F","F","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"12176at32523","982","Vir like m6A methyltransferase associated","G","G","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G","G","L, scaf, scaf, scaf","G","G","G","G","G","G","G"
"121793at32523",NA,"coiled-coil domain-containing protein 63","A","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing","missing"
"121983at32523","4178","solute carrier family 2, facilitated glucose transporter member 10","scaf","D+J+K+L+M","M","J+K+M","L+M, L+M","L+M","M","M","M","M","A+M","M","A+M","M","H+J+M","scaf","M","M","H+M","H+M","missing","I+M","I+M","H+M","H+M","H+M","M","M","M"
"121993at32523","4720","Spectrin repeat containing nuclear envelope family member 3","missing","D+J+K+L+M","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","scaf","K","K","K","K","I+K","D+K","D+K","K","scaf","K","K","K","K"
"122011at32523","400","centromere protein I","J","D+J+K+L+M","J+K+M","J+K+M","missing","J+K","J+K","J","J","missing","J","A","J","J","missing","J","J","J","J","J","J","missing","J","J","J","J","J","J","missing"
"122018at32523","3465","protein TALPID3","missing","D+J+K+L+M","J+K+M","J+K+M","J+K","J+K","J+K","K","missing","missing","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"122044at32523","2820","tyrosine aminotransferase","D","D+J+K+L+M","D","D+E","D+E, D+E","D+E, D+E","D+E","D","D","D","D","D","D","D","D","scaf","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"122093at32523","1524","Phosphatidylinositol glycan anchor biosynthesis class A","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+H","B","B","B","B","B","B","B","B"
"122167at32523","438","Equilibrative nucleoside transporter","L","L","L","missing","missing","missing","missing","L","L","L","L","missing","L","L","L","L","L","L","L","L","L","L","L","missing","L","L","L","L","L"
"122221at32523","3723","Sodium channel and clathrin linker 1","scaf","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","missing","A","A","A","A","A","A","A","A","A","A","A","A"
"122335at32523","643","Solute carrier family 16 member 14","F","F","F","F","F, F","F, F","F","F","missing","scaf","F","F","F","F","F","F","F, G","F","F","F","B+F","F, I+M, E","F","F","F","F","F","F","F"
"122349at32523","2000, 5065","5'-nucleotidase domain-containing protein 3","C","C","C","C","C, C","C, C","C","C","J","C, J","C","C","C, J","C, E, J","C","C","C, J","C","C","C","C","C","C","C+I","C+I","J","C","C, J","C"
"122359at32523","1227, 3397","UTP6, small subunit processome component","M","D+J+K+L+M","J+K+M","J+K+M","L+M","L+M","M","M","M","M","A+M","D","missing","D","D","D+K","D","D","D","missing","D","D+K","D+K","D","D","D","D+E, scaf","D+E","D+E"
"122544at32523","948","squalene monooxygenase","G","G","G","G","G, G","G, G","G","G","G","G","G","G","G","G","G","G","scaf","G","G","G","G","missing","G","G","G","G","G","G","G"
"122551at32523","2979","Spastin","F","F","F, J+K+M","F","F","F, F","F","F","F","F","F","F","F","F","F","scaf","F","F","F","F","E+F","F","F","F","F","F","F","F","F"
"122566at32523","662","SKI like proto-oncogene","F","F","F","F","F, F","F, F","F","F","F","F","F","F","F","F","F","F","F, G","F","F","F","B+F","F","F","F","F","F","F","F","F"
"12263at32523","1804","SNF2 histone linker PHD RING helicase","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","F","F","F","F","F","F","F","F"
"122656at32523","4861","fukutin-related protein","scaf","D+E","E","H+I","J+K","J+K","J+K","J","J","J","J","scaf","J","J","H+J+M","scaf","scaf","scaf","J","J","J","scaf","J","J","scaf","J","J","J","J, J"
"122695at32523","3760, 5021","ankyrin repeat domain-containing protein 42","E","B","B","B","D+E","L+M","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B+F","scaf","B","B","B","B","B","B","B"
"122749at32523","4099","F-box/LRR-repeat protein 7","missing","G","G","G","G","G, G","G","G","G","G","G","missing","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G"
"122907at32523","4330","monocarboxylate transporter 6","scaf","D+J+K+L+M","J+K+M","J+K+M, scaf","L+M, L+M","L+M, L+M, L+M","M","M","M","M","A+M","missing","A+M","M","H+J+M","M","M","M","H+M","H+M","M","I+M","I+M","H+M","H+M","scaf","M","M","M"
"122928at32523","4128","2-hydroxyacyl-CoA lyase 1","missing","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","missing","G","G","G","G","G","G","G","G","G","G","G"
"122940at32523","2125, 3245","solute carrier family 13 member 1","missing","C","C","missing","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","missing","C+I","C+I","missing","C","C"
"122941at32523","244","Intraflagellar transport 74","A","A","A","A","A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"122950at32523","729","Caseinolytic mitochondrial matrix peptidase chaperone subunit","C","C","C","C","C, C","C, C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C+I","C+I","C+I","C","C","C"
"122960at32523","2272","Mitotic spindle positioning","A+H","A","A","A","A, A","A, A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"122967at32523","134","UV-stimulated scaffold protein A","A","A","A","A","A","A","A","A","A","A","A+M","A","A+M","A","A+K","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"122969at32523","3398","cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2","scaf","D+J+K+L+M","D","D+E","D+E","D+E","D+E","D","D","D","D","D","D","D","D","D+K","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"12302at32523","3496, 4923","rho GTPase-activating protein 5","scaf","D+J+K+L+M","J+K+M","A, A, B, scaf","J+K","J+K, J+K","J+K","K","K","K","K","K","K","K","A+K","D+K","K","K","K","K","I+K","D+K","D+K","K","K","K","K","K","K"
"123057at32523","4780","ribosome-binding protein 1","scaf","F","F","F","F","F, F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","E+F","F","F","F","F","F","F","F","F"
"123090at32523","3377","NEDD8-activating enzyme E1 regulatory subunit","missing","D+J+K+L+M","D","D+E","D+E","D+E","D+E","D","D","D","D","D","D","D","D","scaf","D","D","D","D","D","D+K","D+K","D","D","D","D+E","D+E","D+E"
"123135at32523","2638","Bromo adjacent homology domain containing 1","B+K","D+J+K+L+M, D+J+K+L+M","J+K+M","J+K+M","J+K, J+K","J+K, J+K","J+K","K","missing","K","K","K","K","K","A+K","D+K","K","K","K","K","scaf","D+K","D+K","K","G","K","K","K","K"
"123139at32523","324","WD repeat-containing protein 78","E","E","E","D+E","D+E","D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","missing","E","E","E","missing","E+H","E+H","E+H"
"12314at32523","4594","protein polybromo-1 isoform X1","scaf","D+E","E+I","scaf","scaf","D+E, D+E","D+E","E","E","E","E","E+H+J","E","E","E","E","E","E","E","E","E+F","E","E","E","E","E","D+E","D+E","D+E"
"12325at32523","2793","UPF0606 protein KIAA1549L homolog","D","D+E","D","D+E","D+E, D+E","D+E, D+E","D+E","missing","D","D","D","D","D","D","D","D+K","D","D","D","D","D","missing","D+K","D","D","D","D+E","D+E","D+E"
